BARON  GOMO,Primary,,,,
BARRYMORE,Primary,,,,
BARU,Primary,,,,
BARURA,Primary,,,,
BARWICK,Primary,,,,
Barwick School,,4,15,,
BASHUNGWE,Primary,,,,
BASHUNGWE,Secondary,,,,
BASI,Primary,,,,
BASIRA,Primary,,,,
BATA COMMITTEE,Primary,,,,
Bata Primary School,,8,43,,
BATANAI,Primary,,,,
BATANAI,Primary,,,,
BATANAI,Primary,,,,
BATANAI,Primary,,,,
BATANAI,Secondary,,,,
BATANAI,Secondary,,,,
BATANAI,Primary,,,,
BATANAI,Secondary,,,,
BATANAI,Primary,,,,
BATANAI,Primary,,,,
BATANAI,Primary,,,,
BATANAI  GOKWE,Secondary,,,,
BATANAI  SATELLITE SEC SC,Secondary,,,,
BATANAI (MABHARE),Secondary,,,,
BATANAI (ZISCO),Secondary,,,,
BATANAI 3,Primary,,,,
BATANAI PRIMARY,Primary,,,,
Batanai Primary School,,8,40,,
BATANAI SECONDARY SCHOOL,Secondary,,,,
BATANAI SESSOMBE,Secondary,,,,
BATANAI VERE SEC,Secondary,,,,
BATANAYI,Primary,,,,
BATANAYI  SESSOMBE,Primary,,,,
BATCH ,Primary,,,,
BATSIRAI,Secondary,,,,
BATSIRAI,Primary,,,,
BATSIRAI SPECIAL,Primary,,,,
BATSIRANAI,Primary,,,,
BATTLEFIEDS,Secondary,,,,
BATTLEFIELDS,Primary,,,,
BATTLEFIELDS,Primary,,,,
BAUHINIA,Primary,,,,
BAWA PRY,Primary,,,,
BAYANE ,Primary,,,,
BAYAYI,Secondary,,,,
Bayayi Secondary School,,8,43,,
BAYETHE,Primary,,,,
BAYETHE  ,Secondary,,,,
BAZHA,Secondary,,,,
BAZHA,Primary,,,,
Bazha Primary School – [[Matop,,7,,,
Bazha Secondary School – [[Mat,,7,,,
BEACON HILL,Secondary,,,,
Beacon Hill High School,,10,57,,
BEACON HILLS,Primary,,,,
BEARDMORE,Primary,,,,
BEATRICE,Secondary,,,,
Beatrice Boarding School,,3,11,,
BEATRICE GOVERNMENT,Primary,,,,
BEATRICE KUSHINGA,Primary,,,,
BEATRICE TOWNSHIP,Primary,,,,
BEAULIEY TORONTO ,Primary,,,,
BEE MINE,Secondary,,,,
BEE MINE,Primary,,,,
Bee Mine Primary School,,8,44,,
Bee Mine Secondary School,,8,44,,
BEFURA PRIMARY,Primary,,,,
BEIT BRIDGE MISSION ,Primary,,,,
BEITBRIDGE Gvt,Primary,,,,
Beitbridge Gvt Primary School,,7,33,,
Beitbridge Mission Primary Sch,,7,33,,
BELGOWNIE,Primary,,,,
BELLEVIEW,Primary,,,,
BELLROCK,Primary,,,,
BELMONT,Primary,,,,
BELVEDERE,Primary,,,,
BEMBA,Primary,,,,
Bemba Primary School – Tsholot,,6,31,,
BEMBE (ST JOSEPH),Primary,,,,
BEMBERERO,Primary,,,,
BEMBERERO,Primary,,,,
BEMBERI,Primary,,,,
BEMBERI,Secondary,,,,
BEMBESI,Primary,,,,
BEMBESI,Secondary,,,,
BEMBEZAAN,Primary,,,,
BEMBWE,Secondary,,,,
BEMHIWA,Primary,,,,
BEMHIWA ADVENTIST,Secondary,,,,
BEMSEE PRIMARY,Primary,,,,
BENDE,Secondary,,,,
BENDE,Primary,,,,
Bende Secondary School,,10,61,,
BENGO,Primary,,,,
BENGO SECONDARY,Secondary,,,,
BENGURA,Primary,,,,
BENGWE,Secondary,,,,
BENHURA SEC,Secondary,,,,
Benhura Secondary School,,5,,,
BENZI,Primary,,,,
BENZI  (TAPUDZAI) HIGH SC,Secondary,,,,
BEPERERE ,Secondary,,,,
BERA,Secondary,,,,
Bera Secondary School,,8,47,,
BERE,Primary,,,,
BERE,Secondary,,,,
BEREA,Primary,,,,
BEREJENA,Secondary,,,,
BEREJENA,Primary,,,,
BERHILLS,Primary,,,,
BERNARD MIZEKI,Primary,,,,
BERNARD MIZEKI,Secondary,,,,
Bernard Mizeki College || 450 ,,3,7,,
BESA,Primary,,,,
BETA,Primary,,,,
Beta Secondary School,,3,9,,
BETERA,Secondary,,,,
BETERA,Primary,,,,
BETERA,Primary,,,,
Betera Secondary School,,10,55,,
BETHA,Primary,,,,
BETHANIA,Primary,,,,
BETHANIA,Secondary,,,,
BETHEL,Primary,,,,
BETHEL,Secondary,,,,
BETHEL,Primary,,,,
Bethel Primary School,,8,46,,
BETHESDA,Primary,,,,
BETSA,Primary,,,,
BETURE ,Primary,,,,
BEULA,Primary,,,,
Beula Primary School,,7,,,
BEULAH,Primary,,,,
BEULAH HEIGHTS,Secondary,,,,
BEZA ,Primary,,,,
BEZHA,Primary,,,,
BEZHA,Secondary,,,,
BEZU,Secondary,,,,
BEZU,Primary,,,,
BGEMURA,Primary,,,,
BHALULA,Primary,,,,
BHAMALA,Secondary,,,,
Bhamala Primary School,,8,44,,
Bhamhara Secondary School,,8,44,,
BHANGALE ,Primary,,,,
BHARABHARA,Primary,,,,
BHEGEDHE,Secondary,,,,
BHEGEDHE,Primary,,,,
Bhegedhe Secondary School,,10,55,,
BHEJANE,Primary,,,,
BHOBHO   GARANDE,Primary,,,,
BHUBHU,Primary,,,,
Bhubhude Primary School –Tshol,,6,31,,
BHUDE,Primary,,,,
BICKLEIGHVALE,Primary,,,,
BIDI,Primary,,,,
Bidi Primary School,,7,,,
BIG TREE,Primary,,,,
BIKA,Secondary,,,,
BIKA,Primary,,,,
Bika Secondary School,,10,55,,
BIKITA FASHU  SCH,Secondary,,,,
BIKITA MAMUTSE  SECONDARY,Secondary,,,,
BIKITA MINERALS,Primary,,,,
BILASHABA,Primary,,,,
BIMHA,Primary,,,,
BIMHA,Secondary,,,,
BINDURA,Primary,,,,
Bindura Primary School,,4,13,,
BINDURA S.A,Primary,,,,
BINGA ,Primary,,,,
BINGA PRIMARY,Primary,,,,
BINGA SEC,Secondary,,,,
BINGAGURU,Secondary,,,,
BINGAGURU,Primary,,,,
BINGAGURU,Primary,,,,
BINGE,Primary,,,,
BINGE,Secondary,,,,
BIRCHENOUGH BRIDGE,Primary,,,,
BIRI,Primary,,,,
BIRIIRI,Primary,,,,
BIRIMAHWE,Primary,,,,
BIRIRANO 'A',Primary,,,,
BIRIRI HIGH,Secondary,,,,
BIRIVENGE,Secondary,,,,
BIRKDALE - CHIPIDZA,Primary,,,,
BIRKDALE SECONDARY,Secondary,,,,
BISHOPSLEA,Primary,,,,
Bishopslea Preparatory School,,1,1,,
BLACKFORDBY,Primary,,,,
Blackman School,,1,2,,
BLACKMOREVALE,Primary,,,,
BLAKISTON  JUNIOR,Primary,,,,
BLANDFORD,Primary,,,,
BLOCK 8 PRIMARY SCHOOL,Primary,,,,
BLUE GRASS ,Secondary,,,,
BLUE GRASS PRIMARY,Primary,,,,
BLUE GUM,Primary,,,,
BLUE HILLS PROBATION HOME,Primary,,,,
BlueGum Primary School,,8,,,
BOARDER MUNAKA,Secondary,,,,
Bob Maley High,,1,1,,
BODABODA,Primary,,,,
BOKAI,Secondary,,,,
Bokai Secondary School,,8,46,,
BOLI,Primary,,,,
BOLO,Primary,,,,
BOLTON JENA,Secondary,,,,
BOMBA,Secondary,,,,
BONACCORD,Primary,,,,
BONDA,Primary,,,,
Bonda Primary School,,8,43,,
BONDAMAKARA,Secondary,,,,
BONDAMAKARA,Primary,,,,
Bondamakara Primary School,,3,10,,
BONDELA ,Primary,,,,
BONDOLFI PRY,Primary,,,,
BONJENI,Primary,,,,
BONSTEAD,Secondary,,,,
BONWEI,Primary,,,,
BOORA,Primary,,,,
BOPOMA,Primary,,,,
BOPOMA,Primary,,,,
BOPOMA,Primary,,,,
BORDEN PRIMARY ,Primary,,,,
BORE,Primary,,,,
BOREHOLE 36,Primary,,,,
BOREHOLE 42,Primary,,,,
BORERA,Secondary,,,,
BORERA,Primary,,,,
BOROMA PRY,Primary,,,,
BOROMOKWA,Primary,,,,
BORROWDALE,Primary,,,,
BOSBURY,Primary,,,,
BOSBURY,Secondary,,,,
BOSHA,Secondary,,,,
BOSS MINE PRY,Primary,,,,
BOTA ,Primary,,,,
BOTEREKWA,Primary,,,,
BOTEREKWA,Primary,,,,
BOTERERE,Primary,,,,
BOULDER,Primary,,,,
Boulder Primary School,,8,43,,
BOVA,Primary,,,,
BOYI,Primary,,,,
BRADLEY,Secondary,,,,
Bradley High School,,5,25,,
BRAESIDE Z.R.P.,Primary,,,,
BRAINSTORM JUNIOR,Primary,,,,
BRANDON,Primary,,,,
BRANDON SECONDARY SCHOOL,Secondary,,,,
BREAKFAST  PRIMARY,Primary,,,,
BRECHIN  ,Primary,,,,
Brian Tayengwa High School – [,,1,1,,
BRIGHTSIDE,Primary,,,,
BRITANNIA,Primary,,,,
BROMLEY,Primary,,,,
BROMPTON,Primary,,,,
BROMPTON,Secondary,,,,
Broom's Grove Primary School,,8,44,,
BROOMSGROVE,Primary,,,,
BRUNAPEG,Primary,,,,
Brunapeg Primary School,,7,,,
BRUNSGAARD ,Primary,,,,
Brunsgaard Primary School,,8,43,,
BRYDEN,Primary,,,,
BRYN,Primary,,,,
BUBI,Secondary,,,,
BUBI PRIMARY,Primary,,,,
BUBI SWANSCOE,Primary,,,,
BUBUDE ,Secondary,,,,
BUBUDE PRY,Primary,,,,
BUDA,Primary,,,,
Budhe Primary School,,8,43,,
BUDIRIRAI (SHAZHAUME),Secondary,,,,
BUDIRIRO,Secondary,,,,
BUDIRIRO,Primary,,,,
BUDIRIRO   2,Primary,,,,
BUDIRIRO  3,Primary,,,,
BUDIRIRO  I,Primary,,,,
BUDIRIRO 2 HIGH,Secondary,,,,
BUDIRIRO 4,Primary,,,,
BUDIRIRO 5,Primary,,,,
BUDIRIRO HIGH ,Secondary,,,,
BUFFALO RANGE,Secondary,,,,
BUHERA,Secondary,,,,
BUHERA  VILLAGE,Primary,,,,
Bulawayo Adventist Secondary S,,2,3,,
BULAWAYO KRAAL,Primary,,,,
Bulawayo Technical School,,2,3,,
BULU,Secondary,,,,
BULU ,Primary,,,,
BUMBA,Primary,,,,
BUMBA,Secondary,,,,
BUMBE,Primary,,,,
BUMBURWI,Secondary,,,,
BUMBURWI,Primary,,,,
BUMBURWI,Primary,,,,
Bumburwi Primary School,,8,43,,
BUMHIRA,Secondary,,,,
BUMHIRA,Primary,,,,
Bumhira Secondary School,,10,61,,
BUNGWA,Primary,,,,
BUNGWE,Secondary,,,,
BUNGWE,Primary,,,,
BUNGWE,Secondary,,,,
BUNGWE,Primary,,,,
BUNGWE PRIMARY,Primary,,,,
Bungwe Secondary School,,4,18,,
BUNHU,Primary,,,,
BUNINA,Secondary,,,,
BUNINA,Primary,,,,
BUNO,Primary,,,,
BUNSIWA,Primary,,,,
BUNYA,Primary,,,,
BURLEY BOTTOM,Primary,,,,
BURNBANK JUNIOR,Primary,,,,
BURURE,Primary,,,,
BURURE E L C Z,Secondary,,,,
BUSH PARK,Primary,,,,
BUSH PARK 2,Primary,,,,
BUSHMEAD,Primary,,,,
BUSHU,Secondary,,,,
BUSHU,Primary,,,,
BUTABUBILI PRY,Primary,,,,
Buthabubili Primary School – T,,6,31,,
BUTSHE,Primary,,,,
BUVUMA,Primary,,,,
BUVUMA,Secondary,,,,
Buvuma Secondary School,,7,,,
BUWERIMWE,Secondary,,,,
BUWI,Secondary,,,,
BUWI PRIMARY,Primary,,,,
BUWU,Primary,,,,
BVEKERWA,Primary,,,,
BVUMBA,Secondary,,,,
BVUMBA (MUROWE),Primary,,,,
BVUMBA (MUTARE),Primary,,,,
BVUMBURA,Primary,,,,
BVUMBURA,Primary,,,,
BVUMBURA,Primary,,,,
Bvumbura Primary School,,8,43,,
BVUMIRA,Primary,,,,
BVUTE,Primary,,,,
BVUTE PRIMARY,Primary,,,,
Bvute Primary School,,8,43,,
BWANYA,Primary,,,,
BWANYA,Secondary,,,,
BWANYA PRIMARY,Primary,,,,
Bwemula Primary School,,7,33,,
BWEREHWENGA,Secondary,,,,
BWIZI,Primary,,,,
BYO ADVENTIST,Secondary,,,,
C.A.GIBBS ,Primary,,,,
CAESAR MINE,Secondary,,,,
CAESAR MINE,Primary,,,,
CALGARY,Primary,,,,
CAM AND MOTOR,Primary,,,,
CAMBRAI ST MATHIAS,Primary,,,,
CAMBRIDGE,Primary,,,,
CAMELOT,Primary,,,,
CAMELOT,Secondary,,,,
Camelot College,,8,44,,
Camelot Primary School,,8,44,,
CAMERON,Primary,,,,
CAPFUCE,Primary,,,,
CARDIFF,Primary,,,,
CARLISLE,Primary,,,,
CARMEL,Primary,,,,
CASKEY,Primary,,,,
CB Primary School,,8,,,
CECIL JOHN RHODES,Primary,,,,
Cecil John Rhodes Primary Scho,,8,43,,
Cecil John Rhodes School,,8,43,,
CECILTON,Primary,,,,
CEMENT,Primary,,,,
CENTENARY,Secondary,,,,
CENTENARY,Primary,,,,
Centenary School,,2,3,,
CHABATA,Secondary,,,,
CHABATA,Primary,,,,
Chabata High School,,10,55,,
CHABEDA,Primary,,,,
Chabeta Primary School,,7,33,,
CHABILI,Primary,,,,
Chabili Primary School,,7,33,,
CHABUYA,Primary,,,,
CHABWIDI,Primary,,,,
CHABWINO,Secondary,,,,
CHABWIRA,Primary,,,,
CHABWIRA,Secondary,,,,
CHACHITSA,Secondary,,,,
Chachitsa Secondary School,,8,47,,
CHAD GURUUSWA,Secondary,,,,
CHADA,Primary,,,,
CHADDESLEY,Primary,,,,
CHADEREKA,Primary,,,,
CHADEREKA SECONDARY,Secondary,,,,
CHADOMUNHU,Primary,,,,
CHADYA,Primary,,,,
CHADZAMIRA,Secondary,,,,
CHAEDZA,Primary,,,,
CHAFA,Primary,,,,
CHAGOMOKA PRY,Primary,,,,
CHAGWIZA ,Primary,,,,
CHAHOBA,Primary,,,,
CHAKA  ,Primary,,,,
CHAKABOORA,Primary,,,,
CHAKABOORA,Secondary,,,,
CHAKADINI,Secondary,,,,
CHAKADINI,Primary,,,,
CHAKANETSA,Primary,,,,
CHAKANYEMBA  PRY,Primary,,,,
CHAKAODZA,Primary,,,,
CHAKARI,Primary,,,,
Chakari Primary School,,5,,,
CHAKASTEAD,Primary,,,,
CHAKO,Primary,,,,
CHAKOHWA,Secondary,,,,
CHAKOHWA,Primary,,,,
Chakohwa High School,,10,59,,
CHAKOMA,Secondary,,,,
CHAKOMA,Primary,,,,
Chakoma Secondary School,,4,16,,
CHAKONERA,Primary,,,,
CHAKUMA,Primary,,,,
CHALALA,Primary,,,,
CHALALA,Secondary,,,,
CHALUMBA,Primary,,,,
CHAMABONDO,Primary,,,,
CHAMAKANDA,Secondary,,,,
CHAMAKANDA,Primary,,,,
CHAMAKUDO,Primary,,,,
CHAMAKUMBU,Secondary,,,,
Chamakumbu Secondary School,,10,58,,
Chamakundo Primary School,,8,43,,
CHAMANHANZVA,Secondary,,,,
CHAMAPANGO,Secondary,,,,
CHAMAPANGO,Primary,,,,
Chamapango Secondary School,,3,9,,
CHAMARARE PRY,Primary,,,,
CHAMASVINGA  SEC,Secondary,,,,
CHAMATENDERA,Primary,,,,
CHAMATENDERE,Primary,,,,
CHAMATUTU PRIMARY,Primary,,,,
CHAMAWARE,Primary,,,,
CHAMBURUKIRA,Primary,,,,
CHAMBUTA,Primary,,,,
CHAMBUTA BAPTIST ,Secondary,,,,
CHAMEJA,Primary,,,,
Chamhini Primary School,,8,47,,
CHAMINI,Primary,,,,
CHAMINUKA,Primary,,,,
CHAMINUKA,Primary,,,,
CHAMINUKA,Primary,,,,
CHAMISA ,Primary,,,,
CHAMNANGA,Primary,,,,
Chamnanga Primary School,,7,33,,
CHAMNANGA TSHIDIXWA,Secondary,,,,
CHAMNANGANA,Primary,,,,
CHAMNANGANA KWALU,Secondary,,,,
Chamnangana Primary School,,7,33,,
CHAMPENI,Primary,,,,
CHAMPONGO,Primary,,,,
CHAMUKWENJERA,Primary,,,,
CHANA,Primary,,,,
Chana Primary School,,8,44,,
CHANANGA ,Secondary,,,,
CHANCELLOR,Primary,,,,
Chancellor Junior School,,10,59,,
CHANDIPWISA,Primary,,,,
CHANETSA,Primary,,,,
CHANETSA,Secondary,,,,
CHANETSA,Primary,,,,
CHANGAMIRE,Primary,,,,
CHANGAMIRE,Secondary,,,,
CHANGAZI,Primary,,,,
CHANIENGA ,Primary,,,,
CHAONA,Primary,,,,
CHAONA,Secondary,,,,
CHAORA,Primary,,,,
Chaora Primary School,,8,43,,
CHAPANDUKA,Secondary,,,,
CHAPANDUKA,Primary,,,,
Chapanduka Secondary School,,10,55,,
CHAPARADZA,Primary,,,,
CHAPATARONGO,Primary,,,,
CHAPATARONGO,Secondary,,,,
Chapatarongo Secondary School,,10,61,,
CHAPEYAMA,Primary,,,,
Chapfuche Primary School,,7,33,,
CHAPINDUKA,Secondary,,,,
CHAPINDUKA,Primary,,,,
CHAPLIN,Secondary,,,,
Chaplin High School – [[Gweru,,8,43,,
CHAPONGWE,Primary,,,,
Chapongwe Primary School,,7,33,,
CHAPOTO,Primary,,,,
CHAPOTO SECONDARY SCHOOL,Secondary,,,,
Chapoto Secondary School,,4,14,,
CHAPUNGU,Primary,,,,
CHAPUNGU,Secondary,,,,
CHAPWANYA,Secondary,,,,
CHAPWANYA,Primary,,,,
CHAPWANYA,Primary,,,,
Chapwanya Primary School,,8,40,,
CHARAMA,Primary,,,,
Charama Primary School,,8,,,
CHARAMBA,Primary,,,,
CHARAMBA ,Secondary,,,,
CHARARA,Primary,,,,
CHARD GURUUSWA,Primary,,,,
CHARINGENO,Primary,,,,
CHARINGENO SEC,Secondary,,,,
CHARIRA,Primary,,,,
CHARLES CLACK,Secondary,,,,
CHARLES CLACK,Primary,,,,
Charles Clack Mission – [[Magu,,5,21,,
CHARLES WRATH,Primary,,,,
Charles Wreath Primary School,,8,46,,
CHARLESWOOD,Primary,,,,
CHARTER ESTATE,Primary,,,,
CHARTER ESTATE,Secondary,,,,
Charter Secondary School,,3,11,,
CHARUKA,Primary,,,,
CHARUMA,Primary,,,,
CHARUMBIRA PRY,Primary,,,,
CHARUNDA,Primary,,,,
CHARURWA CHIRIGA 'B' ,Primary,,,,
CHASEYAMA,Primary,,,,
CHASIYA PRIMARY,Primary,,,,
CHASIYATENDE,Secondary,,,,
CHASIYATENDE  PRIMARY,Primary,,,,
Chasvingo Primary School,,7,33,,
CHASWINGO,Primary,,,,
CHATAGWI,Primary,,,,
CHATIKOBO,Primary,,,,
CHATIKOBO,Secondary,,,,
CHATIKOBO PRIMARY,Primary,,,,
CHATINDO  (NYANGA),Primary,,,,
CHATINDO (NYANGA),Secondary,,,,
CHATINDO BUHERA,Primary,,,,
Chatindo Secondary School,,10,61,,
CHATIZA,Secondary,,,,
CHATIZA,Primary,,,,
Chatiza Secondary School,,3,10,,
CHATSEKA,Primary,,,,
CHATSWORTH,Primary,,,,
CHATSWORTH SECONDARY ,Secondary,,,,
CHATUMBAMA,Primary,,,,
CHAUMANA,Primary,,,,
CHAVAKADZI,Primary,,,,
CHAVAKADZI SECONDARY SCHO,Secondary,,,,
CHAVANYATI,Primary,,,,
Chavanyati Primary School,,8,,,
CHAVAROVE,Primary,,,,
CHAVENGWA,Primary,,,,
Chavengwa Primary School,,8,43,,
CHAVHANGA,Primary,,,,
CHAVHANGA,Secondary,,,,
Chavhanga Secondary School,,10,59,,
CHAWAGONA,Primary,,,,
CHAWANDA,Secondary,,,,
CHAWANDA,Primary,,,,
CHAWARURA,Secondary,,,,
CHAWARURA,Primary,,,,
CHAWATAMA,Secondary,,,,
CHAWATAMA,Primary,,,,
Chawatama Primary and Secondar,,10,55,,
CHAYAMITI,Secondary,,,,
CHAYAMITI,Primary,,,,
CHAZA,Primary,,,,
Chaza Primary School,,8,43,,
CHEBANGA,Primary,,,,
CHEBVUTE,Primary,,,,
CHEBVUTE,Secondary,,,,
Chebvute Primary School,,8,43,,
CHECHECHE,Secondary,,,,
CHECHECHE,Primary,,,,
CHECHENI,Primary,,,,
CHEDONJE,Primary,,,,
CHEDOPE,Primary,,,,
CHEDOPE,Primary,,,,
CHEDUTU,Primary,,,,
CHEFUNYE,Primary,,,,
Chefunye Primary School – Tsho,,6,31,,
CHEGAMA,Primary,,,,
CHEGATO,Secondary,,,,
CHEGATO,Primary,,,,
Chegato Secondary School,,8,43,,
CHEGORE,Primary,,,,
CHEGORE,Secondary,,,,
Chegore Secondary School,,10,59,,
CHEGUMBIRO PRY,Primary,,,,
CHEGUTE,Secondary,,,,
Chegute High School,,8,43,,
CHEGUTU,Secondary,,,,
CHEGUTU ADVENTIST,Secondary,,,,
Chegutu High School,,5,20,,
CHEGUTU PRIMARY,Primary,,,,
Chegutu Primary School,,5,25,,
CHEGWITE,Primary,,,,
CHEHAMBA,Primary,,,,
CHEHAMBA,Primary,,,,
CHEHAMBA,Primary,,,,
CHEHANGA,Primary,,,,
CHEHAYA PRIMARY,Primary,,,,
CHEHONDO,Primary,,,,
CHEHUDO PRIMARY,Primary,,,,
CHEHUDO SECONDARY,Secondary,,,,
CHEHUKU (GUNIKUNI),Primary,,,,
CHEHWAKWA,Secondary,,,,
CHEKAI,Secondary,,,,
CHEKENYU,Primary,,,,
Chekenyu Primary School,,8,46,,
CHEKURE ,Primary,,,,
CHEMACHINDA,Secondary,,,,
CHEMACHINDA,Primary,,,,
CHEMAKUDO PRY,Primary,,,,
CHEMARIMA,Secondary,,,,
Chemarima Secondary School,,10,58,,
CHEMBA,Primary,,,,
CHEMBIRA,Primary,,,,
CHEMBIZI,Primary,,,,
CHEMHANZA,Primary,,,,
CHEMHANZA,Primary,,,,
CHEMHANZA,Secondary,,,,
Chemhanza High School,,3,,,
CHEMHARA,Primary,,,,
CHEMHONDORO,Primary,,,,
CHEMHONDORO,Secondary,,,,
CHEMHONDORO,Primary,,,,
CHEMHONDORO,Primary,,,,
Chemhondoro Primary and High S,,3,9,,
CHEMIMWE,Secondary,,,,
CHEMOWA,Primary,,,,
CHEMUKUTE SEC,Secondary,,,,
Chemukute Secondary School,,5,22,,
CHEMUNDI,Primary,,,,
CHEMUTAMBA,Primary,,,,
CHEMVANA  SEC SCHOOL,Secondary,,,,
CHEMVANA PRIMARY,Primary,,,,
CHENDAMBUYA,Primary,,,,
CHENEKA,Primary,,,,
CHENGETA,Primary,,,,
CHENGETAI,Primary,,,,
CHENGU,Primary,,,,
CHENGWE,Primary,,,,
CHENGWE,Primary,,,,
CHENGWE PRIMARY,Primary,,,,
CHENGWENA,Secondary,,,,
Chengwena Secondary School,,8,40,,
CHENHUNGURU,Secondary,,,,
CHENINGA,Secondary,,,,
CHENINGA ,Primary,,,,
CHENINGA B,Secondary,,,,
